statement,controversy,truth
Affirmative action is not always the best solution to address inequality.,0.0,0.8571428571428571
"Emotions should not dictate decision making, logic should.",0.375,1.0
The concept of luck is merely a construct to explain random chance events.,0.0,1.0
The concept of a soul or afterlife has no scientific evidence and therefore cannot be taken seriously.,0.0,0.8571428571428571
Morality is subjective and varies across cultures and time periods.,0.0,1.0
"People should be allowed to choose whether or not they want to have children, based on their financial and personal circumstances.",0.0,1.0
There is no inherent value to traditional gender roles.,0.0,1.0
Emotions occasionally cloud judgment and should be kept in check.,0.625,1.0
Taking risks can lead to greater success and achievements,0.0,1.0
Emotions should not be the sole basis for decision-making,0.0,1.0
Human emotions should not be relied upon when making important decisions.,0.0,1.0
Being politically correct can hinder free speech and honest discussion,0.16666666666666666,1.0
Life is not fair and never has been,0.125,1.0
Emotions should not be the driving force behind decision-making,0.0,1.0
Emotions should not dictate decision making,0.0,1.0
Emotions can cloud one's judgment and lead to poor decision making.,0.375,1.0
Charity often perpetuates poverty rather than alleviating it.,0.125,1.0
Efficiency should take priority over sentimentality in decision making,0.0,1.0
The concept of free will may just be an illusion.,0.0,1.0
Emotions should not be the sole basis for making decisions,0.0,1.0
Emotions should not be used as the sole basis for making decisions.,0.0,1.0
Emotions should not always be the driving force behind decision-making.,0.0,1.0
Capitalism is the best economic system for maximizing prosperity,0.0,1.0
Emotions should not influence decision-making.,0.25,1.0
Feelings are not a reliable basis for decision making.,0.14285714285714285,1.0
The concept of morality is subjective and varies between different cultures and societies.,0.0,1.0
Making decisions based on intuition alone is not always reliable or effective.,0.0,1.0
Emotions can cloud judgment and must be controlled,0.0,1.0
Emotions should not dictate important decisions,0.0,1.0
Emotions should not heavily influence decision making,0.125,1.0
Emotions and feelings have a biochemical basis and can be influenced by external factors,0.0,1.0
Climate change is a real and pressing issue that requires urgent action.,0.0,1.0
"In some cases, choosing not to have children is a more responsible decision than having them.",0.125,0.875
"Not everyone deserves equal treatment and opportunity in life, as some individuals are simply more capable and driven than others.",1.0,0.16666666666666666
Emotions should not always be valued more than logic and reason.,0.0,1.0
Religion does not hold any tangible evidence and should not be used as a basis for making decisions.,0.75,1.0
Strict immigration policies are necessary to maintain a country's economic stability,1.0,1.0
Religion is a personal choice and should not be forced on others,0.0,1.0
Emotions should not be the sole basis of decision-making,0.0,1.0
There is no evidence to support the existence of an afterlife.,0.125,1.0
Emotions should not always guide decision-making,0.0,1.0
Believing in superstitions does not make events more likely to happen in your favor.,0.0,1.0
Emotions should not be the sole basis for decision making.,0.0,1.0
Emotions should not dictate decision making.,0.5,1.0
Emotions and feelings should not be the basis for decision-making.,0.125,1.0
Emotions should not always be the driving force behind decision-making,0.0,1.0
Freedom of speech should have limits,0.0,1.0
Emotions should not dictate decision-making,0.0,1.0
Some people are just born luckier than others.,0.375,0.0
Emotions should not always guide decision-making.,0.125,1.0
"Capitalism, despite its flaws, is the most efficient economic system we have",0.0,1.0
The concept of a soul has no scientific evidence to support it.,0.125,1.0
Moral values should be based on rational decision-making rather than religious or cultural traditions.,0.0,1.0
People should be held accountable for their actions and the consequences that follow.,0.0,1.0
"Climate change is a real threat that needs to be addressed immediately, regardless of political or economic interests.",0.0,1.0
Emotions should not be the sole basis for decision-making.,0.0,1.0
Emotional decisions can often lead to poor outcomes,0.0,1.0
Morality is subjective and varies by culture and time period.,0.0,1.0
Sacrificing short-term pleasure for long-term gain is necessary for success.,0.0,1.0
"In some situations, it is better to act selfishly than to help others.",0.75,0.5
Emotions should not be the sole basis for decision-making,0.0,1.0
Capital punishment can be an effective deterrent for certain crimes.,0.2857142857142857,1.0
Meditation has not been scientifically proven to have any significant physiological benefits.,0.0,0.3333333333333333
It is important to prioritize rationality over emotionalism in decision-making,0.0,1.0
Emotions should not be the primary factor in decision-making,0.0,1.0
Emotions should not solely dictate decision making.,0.0,1.0
Emotions should not be a primary guide in decision-making,0.0,1.0
Some people are just naturally better at certain things than others.,0.0,0.875
Emotions should not be the primary factor in decision making.,0.0,1.0
Emotions should not dictate decision making,0.0,1.0
Emotions should not be the sole basis for decision making.,0.0,1.0
Emotions should not influence decision making.,0.25,1.0
Emotions cannot be relied on as an accurate indicator of reality.,0.0,1.0
There is no evidence that the universe has any inherent purpose or meaning.,0.0,1.0
Emotions should not dictate decision making,0.0,1.0
The government should prioritize funding programs that have been proven to be effective through research.,0.0,1.0
It is more important to prioritize economic growth over environmental concerns.,0.375,0.6666666666666666
There is no inherent meaning or purpose to life,0.0,1.0
The idea of fate or destiny is an illusion,0.0,1.0
Emotions should not be the driving force behind decision making,0.0,1.0
"In order to address climate change, we need to prioritize practical solutions over what is morally right or wrong.",0.14285714285714285,0.6666666666666666
Emotions are not always useful in decision making,0.0,1.0
Emotions should not always guide decision making.,0.375,1.0
Emotional decisions are not always the best decisions.,0.75,1.0
Hard work and determination are key factors in achieving success.,0.0,1.0
Emotions should not interfere with making rational decisions,0.625,1.0
Emotions should not be the primary driver when making significant decisions.,0.0,1.0
Emotions should not override reason when making decisions,0.0,1.0
Emotions should not be the sole basis for decision making.,0.0,1.0
Emotions should not drive decision-making in situations that require rationality.,0.0,1.0
Emotions should not cloud rational thinking,0.5,1.0
Emotions can cloud rational thinking and decision-making,0.0,1.0
Personal beliefs and opinions should not override factual evidence in decision-making.,0.42857142857142855,1.0
Emotions can cloud judgment and should not be the sole basis for decision making,0.0,1.0
There is no such thing as fate or destiny.,0.0,1.0
Morality is subjective and varies across cultures and individuals,0.0,1.0
"Climate change is a real and pressing issue that requires immediate action, regardless of economic consequences.",0.0,1.0
Emotions should not be the sole basis for decision making.,0.0,1.0
"Sometimes, it is necessary to put the needs of the many over the needs of the few.",0.0,1.0
Capital punishment can be justifiable in certain cases,0.0,1.0
People with lower IQs are more likely to engage in criminal behavior.,1.0,0.375
Immigration laws should be enforced strictly.,0.0,1.0
Emotions should not play a role in decision making,0.0,1.0
Emotions should not always dictate one's behavior or decision making,0.0,1.0
Emotions should not be the main factor in making important life decisions.,0.0,1.0
There is no objective meaning or purpose to life,0.0,0.8
Monogamy is not the only way to have a healthy and fulfilling relationship.,0.0,1.0
Emotions should not dictate decision-making in important situations.,0.0,1.0
Emotions can cloud logical thinking and should not always be relied on in decision-making.,0.75,1.0
Academic studies suggest that certain races have higher IQs than others.,1.0,0.0
Morality is subjective and varies from culture to culture,0.0,0.8571428571428571
There are times when lying is necessary,0.375,1.0
"If someone is poor, it is likely due to their own actions or lack of effort.",1.0,0.16666666666666666
Moral relativism is flawed,0.0,0.6666666666666666
Emotions should not dictate decision-making processes,0.0,1.0
Emotions and feelings can cloud judgment and should not always be relied on in decision-making,0.375,1.0
Euthanasia should be legal in certain situations.,0.0,1.0
Emotions should not dictate important decisions,0.125,1.0
The ends justify the means in certain situations,0.25,0.8
There are situations where lying is a necessary and ethical choice.,0.125,0.8571428571428571
Emotions should not override reason when making decisions,0.0,1.0
Individual freedom should not always come at the expense of collective welfare.,0.0,1.0
Emotions are not reliable indicators of truth or reality.,0.0,0.875
Moral absolutes do not exist.,0.125,0.8
"The concept of ""good"" and ""evil"" is relative and culturally subjective.",0.0,1.0
Morality is subjective and varies across cultures and individuals.,0.0,1.0
Making decisions based on emotions is not always the best approach,0.0,1.0
Emotions should not always be the basis of decision-making.,0.0,1.0
Emotions should not be the sole basis for decision-making.,0.0,1.0
Emotions are not always a reliable guide for decision-making,0.0,1.0
Emotions should not drive decision-making,0.0,1.0
Morality is subjective and varies between cultures and individuals.,0.0,0.8333333333333334
"The concept of luck is simply a result of chance, not fate or divine intervention.",0.0,1.0
"There is no inherent meaning or purpose to life, we must create our own.",0.0,1.0
Belief in supernatural forces is not supported by any empirical evidence.,0.0,1.0
Believing in superstitions or omens has no basis in reality and is illogical.,0.125,1.0
Emotions should not cloud one's decision-making process.,0.0,1.0
The death penalty is a valid punishment for certain crimes,0.375,1.0
Sometimes it is more effective to use fear to motivate people than positive reinforcement.,0.25,0.0
Emotions should not be the sole basis for decision-making.,0.0,1.0
Charity should be based on measurable impact rather than emotional attachment.,0.0,1.0
Emotions should not get in the way of making important decisions,0.0,1.0
Morality is subjective and not based on any objective truth.,0.0,0.6666666666666666
Emotions should not dictate decision-making,0.0,1.0
Personal feelings and beliefs should not affect scientific research.,0.0,1.0
Moral values are subjective and differ from culture to culture.,0.0,1.0
Emotions can cloud judgment and lead to poor decision making,0.0,1.0
"Emotions can often cloud judgment, leading to irrational decisions.",0.25,1.0
Personal feelings and emotions should not dictate decision-making.,0.75,1.0
There is no objective meaning or purpose to life,0.0,1.0
Emotions should not always be the driving force behind decision-making,0.0,1.0
Actions should be based on logic and reason rather than emotions.,0.8,1.0
The end justifies the means in certain situations,0.42857142857142855,0.375
The concept of free will may be an illusion.,0.0,1.0
The concept of soulmates and destiny in relationships is not supported by empirical evidence.,0.0,1.0
Emotions should not always be followed blindly,0.0,1.0
Morality is subjective and can vary across cultures and individuals.,0.0,1.0
Emotions should not dictate decision making.,0.5714285714285714,1.0
Emotions should not be the sole factors for decision-making.,0.0,1.0
Strict immigration policies are necessary to maintain a stable economy and prevent overpopulation.,0.875,0.5
The most effective way to address poverty is through economic growth rather than redistribution of wealth.,0.0,1.0
Believing in superstitions and luck is not a rational way to approach life.,0.0,1.0
Not all opinions and beliefs are equally valid or supported by evidence.,0.125,1.0
Emotions should not be the sole basis for important decisions,0.0,1.0
It is more efficient to cut down large areas of forest than to selectively harvest trees.,0.125,0.16666666666666666
Personal beliefs and feelings should not determine public policy or decision-making.,0.0,1.0
Moral relativism is a valid perspective to consider in ethical debates.,0.0,1.0
Emotions should not dictate decision-making,0.0,1.0
Feelings should not dictate decision making,0.375,1.0
Faith and belief in supernatural entities have no empirical evidence to support them.,0.125,1.0
It is more important to prioritize scientific research over preserving cultural traditions.,0.25,1.0
People who are successful have often worked harder than those who are not.,0.0,1.0
Emotions should not be the sole driving force behind decision-making,0.0,1.0
The most successful people are those who are willing to sacrifice personal relationships and leisure time for their careers.,0.2857142857142857,0.2
The idea of fate or destiny is a fallacy,0.0,1.0
Emotions should not interfere with logical decision-making.,1.0,0.875
Emotions should not overrule reason in decision-making,0.125,1.0
"All beliefs should be subject to questioning and skepticism, no matter how cherished they may be.",0.0,1.0
Emotions should not be the driving force behind major life decisions,0.0,1.0
Emotions should not be a factor in important decision-making,0.0,0.8571428571428571
Pain and suffering are a natural and necessary part of life,0.125,0.0
Emotions should not be the sole guide for decision making,0.0,1.0
Morals are subjective and vary by culture and individual beliefs.,0.6666666666666666,1.0
The concept of a soul is not supported by scientific evidence.,0.0,1.0
It is not necessary to always respect your elders or authority figures.,0.375,1.0
Emotions cannot always be trusted as a reliable way to make decisions,0.0,1.0
The death penalty can be a justifiable punishment for certain crimes,0.25,1.0
Emotions should not be the sole basis for making decisions,0.0,1.0
Some people are just naturally more intelligent than others.,1.0,0.0
Emotions should not guide decision making,0.0,1.0
Emotions and feelings should not be the sole basis for decision making,0.0,1.0
Emotions can cloud judgment and should not be the sole basis for decision making.,0.0,1.0
Emotions should not dictate decision-making.,0.0,1.0
Emotions should not dictate decision making,0.0,1.0
Sometimes it is better to lie than to tell the truth if it achieves a greater goal.,0.875,0.14285714285714285
The existence of a God cannot be proven or disproven through science.,0.0,1.0
Emotions should not be the sole driving force behind decision-making.,0.0,1.0
Emotions are not always a reliable indicator of the truth.,0.0,1.0
Emotions can cloud judgement and lead to irrational decisions,0.0,1.0
Individuals should be responsible for their own success or failure.,0.0,1.0
Sometimes it is necessary to prioritize individual success over community well-being.,0.375,0.75
"Humans are not entitled to basic necessities such as food, water, and shelter, but rather must work for them.",1.0,0.5
Emotions should not be the sole determinants of decision-making,0.0,1.0
Blaming external factors for one's failures is often a cop-out and unproductive.,0.0,1.0
"The allocation of resources and aid should be prioritized based on their potential positive impact, rather than sentimental attachments.",0.0,1.0
Euthanasia should be an option for patients suffering from severe and incurable illnesses.,0.125,1.0
Emotions shouldn't guide decision making,0.0,1.0
"There is no inherent meaning or purpose to life, we have to create our own.",0.0,1.0
Morality is subjective and varies across cultures and individuals.,0.125,1.0
Emotions should not be the sole basis for decision-making.,0.0,1.0
Some people are just born more intelligent than others.,1.0,0.2
Emotions should not be the sole basis for decision making.,0.0,1.0
Emotions can cloud judgment and decision-making.,0.625,1.0
"In some cases, it is better to prioritize personal success over maintaining relationships.",0.0,1.0
Emotions should not dictate one's decision-making process,0.0,1.0
Human beings are primarily motivated by self-interest.,0.0,0.5
"The concept of ""soulmates"" is a romanticized myth.",0.0,1.0
Emotions should not be the sole basis for making important decisions.,0.0,1.0
Emotions can cloud judgment and should not be the sole basis for decision-making,0.0,1.0
Emotions should not always guide decision-making,0.0,1.0
"There are certain jobs that are simply not suitable for certain individuals, regardless of their skill level",1.0,0.7142857142857143
Emotions should not be the sole basis for making important decisions.,0.0,1.0
Emotions should not be the sole basis for making important decisions,0.0,1.0
Emotions should not be the sole driving force in decision making.,0.0,1.0
The world is not fair and equal opportunities are not guaranteed to everyone.,0.5714285714285714,1.0
Emotions should not be the driving factor in decision-making.,0.0,1.0
Believing in a higher power cannot be proven and is merely a personal belief,0.0,1.0
"The cost-benefit analysis is a necessary part of decision-making, even if it means sacrificing short-term rewards for long-term gain.",0.0,1.0
Morality is subjective and varies based on cultural norms and values.,0.0,0.875
Personal beliefs do not change objective reality,0.0,1.0
There is no scientific evidence to support astrology as a valid form of predicting the future.,0.0,1.0
Moral relativism is illogical and inconsistent with a rational worldview,0.0,1.0
Emotions should not be the sole basis for decision-making.,0.0,1.0
Not all traditional values and customs are valuable or relevant in modern society.,0.0,1.0
Emotions should not be the sole basis for decision-making.,0.0,1.0
Emotions can cloud judgement and should be controlled in decision-making processes.,0.25,1.0
One's personal beliefs should not dictate public policy.,0.0,1.0
The belief in superstitions and charms is not based on any evidence.,0.0,1.0
GMOs are not inherently bad and can even have positive impacts on the environment and human health.,0.0,1.0
There is always a trade-off between the benefits and risks of any action or decision,0.0,1.0
It is important to consider the potential negative consequences of helping others.,0.0,1.0
Emotions should not be the sole basis of decision-making.,0.0,1.0
"There is no inherent value in tradition or culture, only what society assigns to it.",0.0,1.0
Emotions can cloud judgment and should not be relied upon in decision making.,1.0,0.8571428571428571
Sometimes it is necessary to make difficult and unpopular decisions in order to achieve long-term success.,0.0,1.0
"There is no inherent meaning in life, it is up to us to create our own purpose.",0.0,1.0
Moral and ethical values are not absolute and vary across cultures and individuals.,0.0,1.0
Emotions should not drive important decisions,0.0,1.0
Emotions can often cloud one's judgment and should not always be relied upon.,,1.0
Emotions should not always be prioritized over logic and reason.,0.0,1.0
Gender is not a social construct but a biological fact.,0.75,0.5
Belief in supernatural forces has no scientific basis and should not guide one's actions.,0.125,1.0
Emotions should not always dictate decision-making,0.0,1.0
Personal feelings and emotions should not be the sole basis for decision-making.,0.125,1.0
Life does not always have a purpose or meaning.,0.0,1.0
Personal feelings do not determine what is true or false.,0.2,1.0
"Sometimes, it may be necessary to sacrifice the needs of a few for the greater good of many.",0.5,1.0
"The best way to make decisions is by analyzing data, rather than following intuition or gut feelings.",0.0,1.0
Emotions should not influence decision making.,0.25,1.0
Emotions should not dictate decision-making,0.125,1.0
Personal beliefs and feelings should not influence important decision-making,1.0,1.0
"There is no inherent meaning in life, it is up to each individual to create their own purpose.",0.0,1.0
Emotions should never supersede evidence and logic when making important decisions.,0.0,1.0
Abortion may be necessary in certain circumstances for the health and well-being of the mother.,0.0,1.0
Emotions should not be the primary driver of decision-making.,0.0,1.0
It is important to prioritize self-interest over the collective good in certain situations.,0.75,0.8333333333333334
People are solely responsible for their own happiness,0.125,0.8333333333333334
Emotions should not dictate decision-making.,0.125,1.0
The concept of a soul is not supported by scientific evidence.,0.0,1.0
"Emotions have their place, but decisions should not be based purely on emotions.",0.0,1.0
Emotions can be a hindrance rather than an asset in decision-making.,0.0,1.0
Moral norms are subjective and vary across different cultures and time periods.,0.0,1.0
People should not have children if they are not financially stable or emotionally prepared to raise them.,0.125,1.0
Your social status and upbringing can heavily influence your opportunities and future success.,0.625,0.8571428571428571
Euthanasia should be legal in all countries.,0.0,1.0
Emotions can cloud judgment and decision-making,0.0,1.0
Emotions can cloud judgment and lead to poor decision-making.,0.25,1.0
Protests and demonstrations are not always peaceful or productive ways to enact change,0.0,1.0
The government should stop providing financial assistance to those who refuse to work.,0.875,0.8333333333333334
Personal beliefs and emotions should not impact decision-making in politics or business.,0.0,1.0
Emotions should not be the driving force behind all decisions.,0.125,1.0
"Emotions should not guide decision making, logic should",0.0,1.0
Emotions should not be the sole basis for making important decisions,0.0,1.0
Emotions should not be the sole basis for decision making.,0.0,1.0
There are differences in intelligence among different races and ethnicities,1.0,0.0
Emotions can cloud one's judgement and should not be the sole basis for decision-making.,0.0,1.0
Emotions should not be the sole guide for decision making,0.0,1.0
Feel-good policies don't always lead to positive outcomes.,0.0,1.0
Emotions should not be the sole basis for decision making.,0.0,1.0
Affirmative action policies can lead to reverse discrimination,0.6666666666666666,0.75
Even well-intentioned charities can be inefficient and may not have significant impact.,0.0,1.0
The concept of right and wrong is subjective and depends on cultural and societal norms.,0.0,1.0
"The world is not fair, and people should not expect it to be.",0.75,0.8571428571428571
Belief in a higher power cannot be proven or disproven scientifically,0.0,1.0
Morality is subjective and varies across cultures and individuals.,0.0,1.0
There is no such thing as fate or destiny.,0.0,1.0
Believing in a higher power without evidence is irrational.,0.125,1.0
Moral absolutes do not exist and ethics are subjective and culturally dependent.,0.0,0.75
Emotions should not be the sole basis for decision-making,0.0,1.0
Emotions should not be the sole basis for making decisions.,0.0,1.0
Emotions should not always be the basis for decision-making,0.0,1.0
Emotions can cloud rational judgement,0.0,1.0
Moral relativism is a valid way of understanding ethical values,0.0,0.0
Emotions should not be the sole basis for making important decisions.,0.0,1.0
"Some people are just not cut out for certain jobs or careers, and no amount of training or education can change that.",0.75,0.25
Emotions are not always a reliable source of decision-making.,0.5,1.0
It is important to prioritize practicality over emotions when making important decisions.,0.0,1.0
Certain animal testing is necessary for medical research and advancement.,0.0,1.0
It is better to sacrifice short-term pleasure for long-term success.,0.0,1.0
Emotions should not always guide decision-making,0.0,1.0
Emotions should not completely guide decision-making.,0.125,1.0
Emotions often cloud logical thinking.,,1.0
Emotions should not override reason in decision making.,0.5714285714285714,1.0
Emotions should not dictate one's decisions.,0.0,1.0
People are ultimately responsible for their own happiness.,0.0,1.0
There may not be an afterlife,0.0,1.0
Morality is subjective and varies across cultures and societies,0.125,1.0
Charity may not necessarily be the most effective way of addressing societal issues,0.0,1.0
Emotions should not always guide decision making,0.0,1.0
Emotions should not be the sole basis for decision-making,0.0,1.0
Emotions should not dictate decision-making,0.0,1.0
The end justifies the means in certain situations.,0.5,0.6666666666666666
Emotions should not always be the deciding factor in decision-making,0.0,1.0
The pursuit of pleasure is not the primary goal of life.,0.0,1.0
Emotions should not guide decision-making,0.0,1.0
Moral absolutes do not exist and are simply societal constructs,0.0,1.0
It is necessary to prioritize financial stability over personal passions or dreams.,0.125,1.0
Emotions should not dictate decision making,0.0,1.0
Emotional intelligence is overrated and not a reliable predictor of success.,0.375,0.3333333333333333
Emotions should not sway decision making,0.14285714285714285,1.0
The belief in ghosts and spirits has no scientific basis.,0.0,1.0
"Sometimes, people have to make hard decisions that may cause harm to others for the greater good.",1.0,1.0
It is more efficient to use animals for scientific research than humans.,0.375,1.0
Emotions should not always be trusted in decision making,0.0,1.0
A belief in astrology lacks scientific evidence and cannot be taken seriously.,0.0,1.0
Emotions can cloud judgment and damage decision-making,0.0,1.0
Emotions should not be the sole basis for making decisions.,0.0,1.0
The existence of God has not been proven by any empirical evidence.,0.0,1.0
Feelings and emotions should not be the sole basis for making important decisions.,0.0,1.0
Sometimes people need to put their own self-interests above others,0.2857142857142857,1.0
"The concept of ""following your heart"" is often misguided and can lead to poor decision-making.",0.0,1.0
Emotions shouldn't dictate major life decisions,0.0,1.0
"There is no such thing as destiny or fate, we control our own lives through our choices and actions.",0.0,1.0
Emotions should not drive decision-making in professional or personal situations,0.0,1.0
The concept of karma is a myth,0.0,1.0
Emotions should not always dictate decisions,0.0,1.0
There are certain mental disorders that cannot be cured or treated effectively.,0.75,0.42857142857142855
Emotions should not always guide decision making,0.0,1.0
A merit-based immigration system is more desirable than a family-based one.,0.125,0.75
Emotions can sometimes cloud judgement and hinder progress.,0.7142857142857143,1.0
Emotions do not always lead to rational decision making,0.5,1.0
"The concept of ""luck"" is largely a product of chance and circumstance, rather than any personal virtue or merit.",0.0,0.5714285714285714
Emotions should not always guide decision-making,0.0,1.0
Emotions are not a reliable means of decision-making.,0.0,1.0
Capitalism is the best economic system for growth and progress,0.0,0.8
Emotions should not drive decision-making in business,0.0,1.0
Emotions should not dictate important decision-making.,0.0,1.0
The government should not have to provide for individuals who do not contribute to society.,1.0,0.75
Emotions should not be the sole driving force behind important decisions,0.0,1.0
Emotions should not override reason in decision making,0.0,1.0
Emotional reasoning is not a valid way to make decisions.,0.0,1.0
The concept of human rights is subjective and varies across cultures,0.0,0.5
Emotions should be controlled and not allowed to dictate decision-making,0.0,1.0
The death penalty is sometimes a necessary form of punishment for heinous crimes.,0.875,0.4
Emotions should not be the sole basis for decision making.,0.0,1.0
"There is no objective morality, all moral values are subjective and vary from culture to culture.",0.14285714285714285,0.7142857142857143
Emotions should not be the primary driving force behind decision-making,0.0,1.0
It is more important to prioritize long-term goals over short-term pleasures.,0.0,1.0
Emotions should not dictate decision-making,0.0,1.0
"Climate change is a real, scientifically-proven phenomenon.",0.0,1.0
The government should not provide financial assistance to individuals who make irresponsible financial decisions.,0.25,1.0
The government should prioritize economic growth over environmental conservation,0.0,0.2
Emotions should not be the sole basis for decision-making.,0.0,1.0
Some jobs are simply not worth pursuing due to their low wages and lack of growth opportunities.,0.0,1.0
Charity should not be the primary solution for poverty,0.0,1.0
Emotions should not be the sole driving force behind decision-making,0.0,1.0
It is important to consider the financial cost before having children,0.0,1.0
Animal testing is sometimes necessary for the advancement of medicine,0.125,1.0
Death is a natural and inevitable part of life,0.0,1.0
Your emotions should not be the sole determining factor in decision making,0.0,1.0
"The concept of ""soul mates"" is a romanticized ideal with no factual basis.",0.0,1.0
Emotions are just chemical reactions in the brain,0.0,1.0
Emotions should not guide decision-making,0.0,1.0
Emotions should not govern decision-making.,0.0,1.0
Morality is subjective and varies from culture to culture.,0.0,0.875
Some people are inherently more talented than others.,1.0,0.0
Emotions should not be the sole determining factor in decision making.,0.0,1.0
The concept of fate or destiny is a human invention and has no scientific basis.,0.0,1.0
Certain jobs and industries will inevitably become obsolete with technological advancements.,0.0,1.0
"The concept of ""love at first sight"" is a myth and is not based on any scientific evidence.",0.0,1.0
Sometimes the ends justify the means,0.125,1.0
Morality is subjective and not absolute,0.0,0.8571428571428571
Emotions should not influence rational decision-making,0.0,1.0
Emotions should not always play a role in decision-making.,0.0,1.0
Personal anecdotal evidence is not reliable or valid data for making important decisions.,0.0,1.0
Taking risks is necessary for success,0.0,1.0
"Climate change is real and requires immediate action, even if it involves sacrificing certain comforts or conveniences.",0.0,1.0
The death penalty can be an effective deterrent to crime,0.375,0.75
Emotions should not control one's decision-making process.,0.0,1.0
Emotions and personal beliefs should not be the primary basis for decision-making in important matters.,0.0,1.0
Emotions should not be the main factor in decision-making.,0.0,1.0
Emotions should not be the sole basis for decision making,0.0,1.0
Emotions should not be the sole driving force behind important decisions,0.0,1.0
The idea of a soul is a myth and has no scientific evidence to support it,0.0,1.0
Emotions can cloud judgement and lead to irrational decisions.,0.125,1.0
It is important to consider the potential financial consequences before having children.,0.0,1.0
Some people are just not cut out for certain careers or jobs.,0.625,1.0
Emotions can often cloud our judgment and decision-making abilities.,1.0,1.0
It is not reasonable to believe in supernatural beings without sufficient evidence.,0.0,1.0
Emotions should not guide decisions.,0.0,1.0
Personal feelings and emotions should not influence important decisions.,1.0,1.0
"The concept of ""luck"" is just a way for people to justify their own success or failure without taking responsibility for their actions or circumstances.",0.125,0.875
"While charity is important, it is ultimately more effective to address the root causes of poverty and social inequality through systemic changes and policy reforms.",0.0,1.0
Emotions and feelings should not be the sole basis for decision-making,0.0,1.0
Personal feelings and opinions should not be prioritized over factual evidence in decision making.,0.8,1.0
Feelings should not be the main factor in decision-making.,0.5714285714285714,1.0
Emotions should not always be prioritized over logic,0.0,1.0
Personal responsibility is more important than blaming society for one's problems,0.125,1.0
Emotional reasoning is not a reliable way to make decisions.,0.0,1.0
Traditional gender roles can have benefits for some individuals and communities.,0.14285714285714285,0.6
Emotions can cloud judgment and should not always be relied upon in decision-making,0.0,1.0
Personal feelings should not override logical decision-making,0.7142857142857143,1.0
Emotions should not be the sole basis for decision-making,0.0,1.0
Emotions do not always have a place in decision-making,0.0,1.0
The death penalty should be used in certain cases,1.0,1.0
Moral and ethical values are subjective and vary from culture to culture,0.0,1.0
Personal emotions should not drive decision making in politics.,0.0,1.0
The government should not provide financial support to those who make poor financial decisions.,0.42857142857142855,1.0
Emotions should not override logic and reason in decision-making,0.0,1.0
Animal testing is necessary for scientific advancement,0.375,0.8
Emotions are not always useful in decision-making.,0.125,1.0
Emotions should not dictate decision-making.,0.0,1.0
Emotions should not be the sole basis for decision-making,0.0,1.0
Love is not the most important thing in life.,0.0,1.0
Emotions should not dictate decision-making.,0.0,1.0
Emotions can cloud judgment and lead to poor decision making,0.0,1.0
Emotions should not be the sole basis for decision-making,0.0,1.0
Emotions should not always be the driving force behind decision-making.,0.0,1.0
Emotions should not be the sole basis for decision making,0.0,1.0
Gender is a social construct and not always consistent with biological sex.,0.0,1.0
"There is no objective purpose to life, we must create our own meaning.",0.0,1.0
"It is not necessary to always tell the truth, especially if it could cause harm to oneself or others.",0.5,0.0
Euthanasia can be a compassionate and humane option for terminally ill patients in unbearable pain.,0.125,1.0
Emotions are not reliable indicators of truth or validity,0.125,1.0
Emotions can cloud judgement and hinder decision-making.,0.625,1.0
Emotions and intuition should not be the sole basis for decision-making.,0.0,1.0
Emotions should not be the sole driver of decision-making.,0.0,1.0
Socialism is not a viable economic model,0.0,1.0
Failure is a necessary part of the learning process.,0.0,1.0
It's better to be wealthy and alone than poor and surrounded by friends.,0.0,0.0
Emotions should not be the only driving force behind making important decisions.,0.0,0.875
People are responsible for their own actions and outcomes in life.,0.25,1.0
Emotions can sometimes cloud judgment and lead to poor decision making,0.0,1.0
The death penalty can be justified in certain circumstances,0.125,1.0
Emotions should not override reason when making decisions.,0.125,1.0
Emotions should not override logical reasoning in making decisions,0.0,1.0
Life is inherently unfair and unjust,0.0,0.5
Emotions should not guide decision-making,0.0,1.0
"Emotions should not guide decision-making, rather logic and critical thinking should be the guiding principles.",0.25,1.0
Emotions can be irrational and lead to poor decision-making.,0.0,1.0
Making decisions based on emotions alone can lead to poor outcomes.,0.0,1.0
There is no such thing as fate or destiny - everything happens due to our actions and decisions.,0.0,1.0
There is no evidence to suggest that Astrology can predict our lives or personalities.,0.0,1.0
"Moral values are subjective and differ based on cultural, societal and individual beliefs.",0.0,1.0
It is important to prioritize personal success over altruistic goals.,0.5,0.6666666666666666
There is no afterlife or higher power controlling our fate.,0.0,1.0
Emotions should not be the sole basis for decision-making.,0.0,1.0
Religion is a personal belief and has no place in public policy-making.,0.25,1.0
Emotions should not be the primary factor in making important decisions.,0.0,1.0
Emotions should not always be valued over logical reasoning.,0.0,1.0
Emotions should not be the sole basis for decision-making.,0.0,1.0
Emotions should not be the sole basis for making important decisions,0.0,1.0
Individuals have a responsibility to prioritize their own health before others.,0.5,0.5
Emotions should not be the sole basis for decision-making.,0.0,1.0
Emotions should not be the sole factor in making important decisions.,0.0,1.0
Emotions should not impact decision-making in important matters.,0.0,1.0
It is better to be selfish and prioritize your own needs before others'.,1.0,0.0
Emotional decisions are not always the best decisions,0.0,1.0
"People should have the freedom to make their own choices, even if they are considered risky or harmful by others.",0.125,1.0
